sleep_hours,parental_education_level,parental_education_binary,exam_score
9.7,Bachelor,high,100
8.5,Bachelor,high,98
5.5,High School,low,87
7.4,Bachelor,high,63
5.5,Bachelor,high,61
8.1,Bachelor,high,100
6.3,Bachelor,high,82
4.5,Master,high,56
6.1,High School,low,97
7.1,Master,high,87
8.5,Bachelor,high,100
7.3,Bachelor,high,85
5.8,Bachelor,high,100
5.3,Bachelor,high,100
7.1,Bachelor,high,99
9.2,Bachelor,high,100
8.7,Master,high,70
9.9,Master,high,100
6.1,Master,high,85
6.1,High School,low,94
6.1,Bachelor,high,75
5,Master,high,92
8.6,High School,low,74
4.3,High School,low,98
5.5,High School,low,81
9,Bachelor,high,78
5.8,Master,high,100
6.4,High School,low,100
6.3,Master,high,85
8.6,Master,high,100
8.3,High School,low,67
5.7,High School,low,86
8.7,Bachelor,high,90
7.3,High School,low,70
6.8,Master,high,100
7.5,High School,low,75
6.8,Master,high,95
7.5,Master,high,100
10.4,Bachelor,high,84
6.5,High School,low,65
8.2,Bachelor,high,95
7.7,Bachelor,high,100
6.7,Bachelor,high,76
6.5,Master,high,83
4.5,High School,low,100
10,Bachelor,high,100
7.5,High School,low,96
4.9,Master,high,100
6.1,Master,high,71
8.4,Bachelor,high,100
6.7,Bachelor,high,93
7.2,Bachelor,high,77
7.1,Bachelor,high,100
8.7,High School,low,83
5.8,High School,low,100
9.1,Master,high,88
8.7,High School,low,100
9.6,Bachelor,high,88
4,High School,low,97
6,Bachelor,high,88
7.5,Bachelor,high,90
7.5,Bachelor,high,96
9.4,Bachelor,high,83
6.7,Master,high,98
7.2,High School,low,97
9.5,Bachelor,high,98
8.7,Master,high,95
7.6,Master,high,80
8.3,Bachelor,high,100
7.3,Bachelor,high,100
9.1,Master,high,85
6.9,Bachelor,high,100
7.9,High School,low,100
6.3,High School,low,100
7.8,High School,low,91
6.4,High School,low,88
6.7,Bachelor,high,93
9.1,Bachelor,high,86
7.6,Master,high,100
6.9,Master,high,88
7,Master,high,98
6.4,Master,high,71
5.8,High School,low,77
6.8,Master,high,100
8.2,Bachelor,high,99
5.3,High School,low,96
6.5,Master,high,100
5.6,Bachelor,high,93
5.9,High School,low,68
8.9,Master,high,98
6.9,Bachelor,high,69
5.5,Master,high,87
6.9,Bachelor,high,95
5.2,Master,high,91
5.3,High School,low,89
8,High School,low,83
6.7,High School,low,100
6.9,High School,low,100
5,Master,high,94
8.8,High School,low,93
7.2,Bachelor,high,95
7.6,Bachelor,high,100
5,High School,low,89
6.7,Master,high,66
5.3,Master,high,92
6,High School,low,67
7.4,High School,low,100
7.7,Bachelor,high,94
4.3,Master,high,64
8,Master,high,100
8.7,High School,low,98
6.3,Bachelor,high,94
6.7,Bachelor,high,68
6.8,Bachelor,high,71
6.8,Bachelor,high,91
7.3,Bachelor,high,90
6.4,High School,low,92
6,Bachelor,high,85
8.8,Master,high,100
5.6,Master,high,96
9.6,Bachelor,high,91
8.3,Bachelor,high,100
7.5,Master,high,87
6.7,High School,low,67
5.8,Master,high,95
8.9,Master,high,66
7.5,High School,low,93
6.8,Master,high,100
8.2,High School,low,78
9.1,Master,high,100
5.7,High School,low,86
5.6,High School,low,97
6.8,Bachelor,high,80
8.6,Bachelor,high,98
6.6,Bachelor,high,97
4.3,Bachelor,high,92
6.3,Bachelor,high,84
6.8,High School,low,73
4.6,Master,high,100
6.9,Bachelor,high,100
7.4,Bachelor,high,95
6.8,Bachelor,high,100
7.1,Master,high,88
4.8,Bachelor,high,68
7.3,High School,low,100
6.4,Bachelor,high,88
4.3,Bachelor,high,100
6.4,High School,low,90
6.4,Bachelor,high,89
8.7,High School,low,99
10.2,Master,high,97
4.5,Master,high,79
5,High School,low,100
5.3,High School,low,100
7.4,Bachelor,high,100
10.1,Bachelor,high,95
9.2,High School,low,90
5.8,High School,low,80
8.8,High School,low,66
8.2,Bachelor,high,90
4.8,Bachelor,high,74
5.6,Bachelor,high,94
6.9,High School,low,80
7.9,Bachelor,high,89
6.6,High School,low,71
6.7,High School,low,95
6.9,Bachelor,high,96
6.6,Bachelor,high,98
9,High School,low,97
10.6,Bachelor,high,93
6.4,Bachelor,high,90
8.2,High School,low,86
4.7,Master,high,91
7.7,High School,low,98
7.3,Master,high,77
6.2,Bachelor,high,68
7.2,High School,low,99
7.9,High School,low,100
8.2,Master,high,72
6.2,Bachelor,high,96
6.4,Master,high,100
6.3,High School,low,96
7.1,High School,low,89
6.4,High School,low,56
4.7,High School,low,99
4.7,Bachelor,high,100
8,Master,high,100
7,Bachelor,high,100
7.3,Bachelor,high,100
4.1,Master,high,84
6.6,Master,high,100
5,Master,high,83
6.1,Master,high,73
8.8,Bachelor,high,97
6.5,Master,high,100
4,Bachelor,high,100
7.3,Bachelor,high,86
8.2,Master,high,98
4.9,Bachelor,high,89
7.5,Bachelor,high,97
5.3,High School,low,100
6.7,Master,high,97
8.6,High School,low,100
8.1,Bachelor,high,100
7.1,Bachelor,high,100
7.5,Master,high,100
7.6,High School,low,93
7.8,Master,high,67
7.3,Bachelor,high,88
5.6,High School,low,87
7.3,High School,low,90
4.4,High School,low,100
6,High School,low,89
9.4,High School,low,74
6.9,High School,low,98
8.2,Bachelor,high,100
8.4,High School,low,91
7.2,Bachelor,high,49
6.4,High School,low,74
7,High School,low,100
6.7,Master,high,100
8.3,High School,low,95
8.9,High School,low,95
6.4,Master,high,92
7.6,Bachelor,high,92
7.5,High School,low,97
7.6,High School,low,100
6.2,High School,low,100
7.9,High School,low,92
9.7,Master,high,100
8.8,Master,high,87
8.6,Bachelor,high,100
4,Bachelor,high,91
7.2,Bachelor,high,93
8.9,High School,low,95
5.1,Master,high,78
6.7,High School,low,90
6.3,Bachelor,high,87
5.6,Bachelor,high,100
7.3,Bachelor,high,96
9,Bachelor,high,75
7.4,Master,high,78
6.6,Master,high,84
4.7,High School,low,100
6.9,Bachelor,high,83
5.9,Master,high,64
10.2,Master,high,79
8.8,Bachelor,high,100
5.5,Master,high,100
4.7,Bachelor,high,97
6.4,High School,low,100
8.1,Bachelor,high,93
8.6,Master,high,99
8.4,Bachelor,high,95
6.8,High School,low,95
8.7,High School,low,99
6.6,Bachelor,high,95
7.8,Bachelor,high,100
8.7,Master,high,90
9.3,Bachelor,high,87
10.4,Master,high,89
5.5,Master,high,69
7.1,High School,low,81
5.5,High School,low,81
5.6,High School,low,100
6.1,High School,low,93
7.7,Master,high,75
5.6,High School,low,88
5.2,Master,high,100
7.1,High School,low,91
8.3,Bachelor,high,100
7.9,Bachelor,high,100
6.9,Bachelor,high,100
4.4,Master,high,72
6.7,Bachelor,high,71
7.5,Master,high,68
5.5,Master,high,75
8.2,Master,high,78
7.8,High School,low,95
10.2,Bachelor,high,100
5.7,High School,low,100
9.7,Master,high,88
8,Master,high,70
7.8,Bachelor,high,100
6.6,Master,high,100
6.9,Master,high,100
8.2,Master,high,80
7.6,Bachelor,high,89
6.6,High School,low,89
5.3,High School,low,100
7.9,High School,low,70
10.4,Bachelor,high,83
7.4,Bachelor,high,81
7.7,Bachelor,high,100
5.2,High School,low,100
7.5,Bachelor,high,100
6,Master,high,100
7.8,Master,high,88
6.3,Bachelor,high,100
8.3,Bachelor,high,76
4,Bachelor,high,73
7.6,High School,low,84
5.9,Master,high,92
7.5,Bachelor,high,91
8.1,High School,low,83
7.2,Bachelor,high,98
5.2,Master,high,74
5.3,Master,high,100
5.5,High School,low,91
9,Bachelor,high,80
5.3,High School,low,77
7.1,Master,high,99
6.2,Master,high,93
7.2,Bachelor,high,86
7.2,Master,high,100
8.6,High School,low,96
4.2,Master,high,97
6.8,Master,high,80
5.1,High School,low,81
7.7,Bachelor,high,100
7.3,Master,high,96
9.5,Bachelor,high,88
6.8,Bachelor,high,98
4,Bachelor,high,85
7.6,Master,high,82
6.6,Bachelor,high,88
7.4,High School,low,99
8.2,High School,low,100
8.4,Master,high,94
11.1,High School,low,99
10.1,Bachelor,high,100
7.1,Bachelor,high,75
8.2,Master,high,100
6.7,Master,high,53
7.7,Master,high,82
4.6,Master,high,100
5.9,Master,high,79
7.5,Bachelor,high,98
5.4,High School,low,84
9.5,High School,low,86
9.2,High School,low,91
4,High School,low,87
5.3,Bachelor,high,81
5.4,High School,low,100
6.2,Master,high,100
7.4,High School,low,59
8.4,High School,low,65
8.4,Bachelor,high,87
5.9,High School,low,88
6.2,Bachelor,high,75
10.8,High School,low,100
8.8,Bachelor,high,77
8.5,High School,low,86
7.8,Bachelor,high,82
6.2,High School,low,100
6.2,Master,high,100
5.3,Bachelor,high,98
7.9,High School,low,64
8.9,High School,low,99
7.6,Master,high,63
9.2,Bachelor,high,100
5.3,Master,high,84
4.5,High School,low,79
6.2,Master,high,92
8.1,Bachelor,high,62
4.2,High School,low,100
5.8,Master,high,90
4,High School,low,69
7.1,Bachelor,high,82
6.5,High School,low,91
7.7,Master,high,100
5.7,Bachelor,high,97
7.4,Master,high,79
5.6,Bachelor,high,69
5.8,Master,high,80
7.9,High School,low,84
4.7,Bachelor,high,97
7.8,Bachelor,high,85
9.2,Bachelor,high,97
6.6,Bachelor,high,84
7.1,Bachelor,high,90
7.9,High School,low,90
5.6,High School,low,100
6.5,Bachelor,high,62
4,Master,high,65
5.5,Master,high,100
6.5,Master,high,87
7.9,Master,high,98
7.6,Bachelor,high,80
8,Bachelor,high,72
6.9,High School,low,100
8.7,Bachelor,high,88
6.7,Master,high,86
7.3,Master,high,73
7.5,High School,low,66
10,Bachelor,high,100
8.4,Bachelor,high,100
7.7,High School,low,74
6.2,Bachelor,high,65
10.5,High School,low,87
7.5,Bachelor,high,85
5.8,Master,high,86
6.6,Bachelor,high,100
4,Master,high,86
9.7,Bachelor,high,90
7.3,High School,low,76
5.4,Master,high,93
4.1,Bachelor,high,100
5.1,High School,low,71
8.5,Master,high,91
8.4,Bachelor,high,100
4,Master,high,67
7.3,Bachelor,high,85
7.5,High School,low,100
6.7,Master,high,89
9.3,High School,low,97
8.5,High School,low,87
8.5,High School,low,90
7,Bachelor,high,78
8.4,Master,high,82
7,Master,high,99
9.3,Bachelor,high,89
6.7,High School,low,62
7.3,Master,high,92
4.1,Bachelor,high,91
5.7,High School,low,69
5.6,High School,low,94
7.4,Master,high,95
5.8,Master,high,100
8,Bachelor,high,80
6,High School,low,99
8.3,High School,low,92
7.7,High School,low,100
7.5,Bachelor,high,100
8.3,High School,low,54
6.9,Master,high,71
4.9,Master,high,69
7.7,High School,low,86
5.8,Bachelor,high,100
5.6,Master,high,85
10,High School,low,99
8.1,High School,low,79
6.7,Bachelor,high,98
5.8,High School,low,70
5.2,High School,low,71
6.5,Master,high,52
5.8,Bachelor,high,97
5.1,High School,low,77
8,Master,high,72
7.6,Bachelor,high,95
9.3,Master,high,91
7.3,Bachelor,high,99
8.7,Master,high,91
7.3,High School,low,85
9.2,Bachelor,high,100
6.8,Master,high,100
8.9,Bachelor,high,100
7.2,High School,low,63
7.3,Master,high,66
6.7,High School,low,93
8.6,High School,low,80
5.5,High School,low,99
7.6,Master,high,90
7.9,High School,low,79
4.5,High School,low,100
7.7,Bachelor,high,98
5.6,High School,low,66
6.7,High School,low,97
4.9,High School,low,86
6.4,Bachelor,high,92
5.8,Bachelor,high,96
4.4,Bachelor,high,73
8.1,Bachelor,high,100
5.9,High School,low,100
5.6,High School,low,98
7.5,Bachelor,high,90
6.6,High School,low,98
8.6,Master,high,96
9,Bachelor,high,80
5.5,High School,low,100
8.7,Bachelor,high,100
5.4,Bachelor,high,80
5.7,Master,high,97
8.6,High School,low,87
4,Bachelor,high,94
6,Bachelor,high,69
6.7,High School,low,100
8.4,Master,high,100
7.5,Bachelor,high,100
4.6,Master,high,84
6.9,High School,low,71
7.2,Bachelor,high,100
5.1,Master,high,70
8.5,Master,high,76
4.4,Bachelor,high,97
7.4,High School,low,100
7.6,Bachelor,high,88
10.7,Master,high,89
5,Bachelor,high,96
6.1,Master,high,91
4.6,High School,low,70
5.9,High School,low,100
7.4,Bachelor,high,66
8.3,Bachelor,high,61
6.7,Bachelor,high,76
9.4,High School,low,100
4.3,High School,low,89
5.2,Bachelor,high,74
7.2,Bachelor,high,93
6.5,High School,low,80
6.1,High School,low,69
4.3,Master,high,100
5.4,Master,high,81
7.4,High School,low,100
6.3,Bachelor,high,100
5.7,High School,low,97
8.5,Bachelor,high,100
4.8,High School,low,92
6.5,Master,high,84
6.4,Master,high,100
6.1,Master,high,65
4.2,Master,high,99
7.4,Master,high,75
7.9,Master,high,80
5.8,Master,high,72
4,Bachelor,high,68
8.9,Bachelor,high,85
7.4,High School,low,86
7.1,High School,low,93
7.4,High School,low,100
6,Master,high,96
5.9,Master,high,81
8.7,Master,high,95
4.7,Master,high,75
9,High School,low,95
7.4,Bachelor,high,89
6.9,Bachelor,high,93
8.6,Master,high,99
6.3,Bachelor,high,78
6.2,Bachelor,high,62
7.2,Master,high,84
11.1,High School,low,89
6.1,High School,low,95
10.4,High School,low,93
10.4,Master,high,100
6.6,Master,high,77
4.6,Master,high,100
5.5,High School,low,99
6.6,Master,high,91
7.2,Master,high,84
5.8,High School,low,75
8.4,Master,high,100
8.3,Bachelor,high,94
6.8,High School,low,67
9.5,Master,high,100
7.2,Master,high,86
7.5,Bachelor,high,63
6.4,High School,low,96
5.3,Bachelor,high,65
9,Master,high,88
8.7,Bachelor,high,97
4.3,Bachelor,high,83
4.9,High School,low,98
6,Master,high,93
9.3,High School,low,100
8.1,High School,low,89
6.5,Master,high,100
6.3,Master,high,81
5.6,Bachelor,high,61
6.2,Bachelor,high,100
5,High School,low,100
7.6,Master,high,100
7.7,High School,low,97
5.6,Bachelor,high,100
8.9,Master,high,80
5.4,Master,high,72
9.9,Bachelor,high,89
5.8,High School,low,89
7.7,Master,high,89
5.7,Master,high,100
7.5,Bachelor,high,96
8.1,High School,low,100
8.1,Master,high,85
7.2,High School,low,88
6.9,Bachelor,high,100
7.5,High School,low,100
7.8,Bachelor,high,76
6.1,High School,low,90
6.2,Bachelor,high,61
7.9,Master,high,91
6.9,Bachelor,high,100
9.9,High School,low,93
7.8,High School,low,67
5.1,Bachelor,high,100
4.8,Master,high,92
6.6,Master,high,100
7.7,Master,high,97
7.5,High School,low,100
6.7,Bachelor,high,86
8.6,Master,high,64
7.6,High School,low,81
8.5,High School,low,100
7.9,High School,low,78
8.3,Bachelor,high,74
7.5,Bachelor,high,100
9.1,Master,high,99
6.1,High School,low,74
8.2,High School,low,76
8.6,Master,high,91
5.9,Bachelor,high,77
7.5,High School,low,99
7.4,Master,high,77
6.6,Bachelor,high,92
5.3,Bachelor,high,83
6.2,Bachelor,high,98
7.9,Master,high,77
4,Master,high,100
10,Master,high,85
8.2,Master,high,100
8.8,Master,high,72
7.7,High School,low,72
7.9,High School,low,71
10.1,Master,high,100
5.5,Bachelor,high,99
8.4,High School,low,74
8.4,High School,low,100
5.8,High School,low,59
8.4,Bachelor,high,85
6.5,Master,high,93
9.3,High School,low,100
6,Master,high,100
6.3,Master,high,89
8.8,Bachelor,high,100
5.6,Master,high,92
7.5,Master,high,100
7.5,Bachelor,high,92
7,Master,high,94
5.5,Bachelor,high,99
6.5,High School,low,82
8.6,Bachelor,high,94
5.1,Bachelor,high,95
4.5,High School,low,100
7.7,Bachelor,high,91
7.6,Master,high,100
4,High School,low,94
5.7,Bachelor,high,100
7.2,Master,high,100
7.1,Bachelor,high,94
5.9,High School,low,99
5.1,Master,high,100
6.3,Master,high,70
7.2,High School,low,100
5.8,Master,high,100
4.5,Bachelor,high,81
8.5,Master,high,97
6.7,Bachelor,high,100
6.5,Master,high,100
6.6,High School,low,95
6.8,High School,low,86
10.3,Bachelor,high,98
6.1,Bachelor,high,100
4.5,High School,low,89
6.9,Bachelor,high,99
9,Master,high,100
8.4,Master,high,100
7,Bachelor,high,63
8.8,Master,high,100
8.5,High School,low,83
6.8,Master,high,79
8.5,Bachelor,high,100
8.6,High School,low,83
8.1,Master,high,82
8.4,Master,high,95
8.9,Master,high,86
5.7,High School,low,100
7.4,High School,low,100
8.2,High School,low,100
5.4,High School,low,96
4.7,Master,high,83
6.2,High School,low,79
7.2,Bachelor,high,100
11.1,Master,high,69
6.8,Master,high,82
6.5,High School,low,76
6,Bachelor,high,93
7.7,Bachelor,high,74
7,Master,high,93
6.2,High School,low,100
7.3,Master,high,88
7.7,High School,low,89
4.7,Master,high,87
6.7,Bachelor,high,99
7.1,High School,low,100
6.9,High School,low,100
8.2,Bachelor,high,63
8.2,Bachelor,high,93
5.4,Master,high,75
7.6,Bachelor,high,100
5.2,High School,low,100
5.5,High School,low,88
8.1,High School,low,88
5.5,Bachelor,high,91
7,Master,high,98
7.8,Master,high,99
8.4,High School,low,60
5.5,High School,low,88
6.8,Bachelor,high,99
4.3,High School,low,100
8.2,Master,high,79
8.8,Master,high,100
7,Bachelor,high,71
5.2,Master,high,90
4.8,Bachelor,high,92
7.4,Master,high,100
9,Bachelor,high,100
9.4,Bachelor,high,99
9,High School,low,99
5.8,Master,high,99
9,Master,high,100
7.2,Bachelor,high,94
5.1,Master,high,95
4,Master,high,90
8.6,Master,high,100
5.9,Master,high,92
6.1,Master,high,100
6.5,Bachelor,high,84
7.9,Master,high,98
8.9,Master,high,87
6.1,Bachelor,high,93
8,High School,low,98
7.4,Master,high,91
7,Bachelor,high,100
8.7,Bachelor,high,99
8.8,Bachelor,high,100
4.8,Bachelor,high,100
7.5,High School,low,77
9.1,High School,low,97
6,Master,high,100
8.4,Master,high,89
6.4,Bachelor,high,95
6.3,High School,low,93
5.1,Master,high,100
7.3,Master,high,84
7.2,Bachelor,high,94
5,Bachelor,high,81
6.8,Master,high,100
7.6,High School,low,80
4,High School,low,98
5.7,Bachelor,high,98
8,Bachelor,high,87
5.6,High School,low,100
5.2,High School,low,100
7.2,High School,low,81
6.4,High School,low,79
5,High School,low,92
7.4,Master,high,90
6.7,Bachelor,high,90
7.7,Master,high,74
6.3,Master,high,95
5.9,Master,high,97
8.5,Master,high,100
7.1,Master,high,82
4.5,Master,high,99
7.3,Bachelor,high,78
8.3,High School,low,85
6.3,Bachelor,high,100
4.5,Master,high,100
5.7,High School,low,90
8.5,High School,low,96
7.3,Master,high,81
6.8,Master,high,98
7.2,High School,low,73
8.5,High School,low,100
6.8,Master,high,96
7.7,High School,low,95
8.3,Master,high,100
8.2,Master,high,69
8.5,Bachelor,high,92
7.8,Bachelor,high,99
6.2,Master,high,89
9.9,High School,low,57
5.1,High School,low,96
6,Master,high,69
8.8,Master,high,98
8.8,High School,low,100
8,Master,high,65
7.4,Master,high,71
6.8,Bachelor,high,83
6.4,Master,high,93
6.4,High School,low,77
7.3,High School,low,90
9.2,Bachelor,high,98
5,Master,high,76
8.7,High School,low,100
7.1,Master,high,100
4.9,High School,low,99
9.5,Master,high,77
7.1,Bachelor,high,99
7.4,High School,low,92
8.2,Master,high,96
7.6,Master,high,100
5.3,High School,low,82
7,Bachelor,high,100
7.4,Bachelor,high,92
7.3,High School,low,77
5.1,High School,low,100
8.6,Master,high,84
6,High School,low,100
9.5,High School,low,85
7.9,Master,high,97
9.2,High School,low,68
8.1,Master,high,82
8.1,Bachelor,high,100
9.4,Bachelor,high,100
6.4,Master,high,97
7,High School,low,63
11.1,Bachelor,high,85
6.5,Bachelor,high,92
6.6,Bachelor,high,93
8,Bachelor,high,92
5.9,High School,low,95
6.6,Bachelor,high,100
5.8,Bachelor,high,91
8.4,Bachelor,high,100
8.4,Master,high,95
7.2,High School,low,100
7.6,High School,low,75
7.2,Bachelor,high,98
11.5,Bachelor,high,72
6.8,High School,low,95
5.8,High School,low,100
8.3,Bachelor,high,97
4,Master,high,89
8,Master,high,67
8.5,Bachelor,high,82
9.4,High School,low,97
9.3,Master,high,100
7.5,Bachelor,high,89
7.8,Bachelor,high,98
6.7,High School,low,100
7.5,Master,high,93
6.5,Master,high,100
6.4,Bachelor,high,86
6.7,Master,high,95
7,Master,high,69
9.5,Bachelor,high,100
8.5,Bachelor,high,100
7.5,Bachelor,high,74
5.7,Bachelor,high,100
9.2,Bachelor,high,68
7.1,Bachelor,high,99
9.2,Master,high,94
7.5,High School,low,100
6.9,High School,low,71
5.3,Bachelor,high,90
4.4,Master,high,100
7.9,Bachelor,high,100
8,High School,low,97
4.8,Bachelor,high,95
6.3,Bachelor,high,99
6.7,Bachelor,high,93
6.9,Master,high,84
9.1,Master,high,100
9.5,Bachelor,high,75
5.7,Master,high,90
6.2,High School,low,94
5.9,Master,high,67
7.5,High School,low,99
5.7,Bachelor,high,73
6.3,Master,high,100
7.6,Master,high,98
9,High School,low,93
7.4,High School,low,100
5.1,Bachelor,high,100
5.2,High School,low,81
6.3,Bachelor,high,85
7,Master,high,100
9.5,Master,high,100
7.5,Master,high,75
6.9,High School,low,100
7,Master,high,100
6.6,Bachelor,high,66
8.7,Master,high,85
5.7,Master,high,92
5,Master,high,100
6.3,High School,low,79
4.6,Bachelor,high,74
5.5,Bachelor,high,84
8.1,Bachelor,high,100
4.7,Master,high,94
8.9,High School,low,100
7.4,Bachelor,high,88
4.9,Bachelor,high,96
5,Bachelor,high,100
7.8,Bachelor,high,96
10.4,High School,low,93
6.4,Bachelor,high,73
5.6,High School,low,74
7.4,Master,high,71
8.3,Bachelor,high,87
7.6,Bachelor,high,68
4.7,Master,high,88
10.9,Master,high,89
5.2,Bachelor,high,87
5.8,Bachelor,high,99
8.3,Master,high,100
4,High School,low,100
9.1,High School,low,68
7.9,Master,high,100
8.7,Master,high,93
7.5,Master,high,100
8.3,Master,high,92
8.8,Master,high,97
8,Bachelor,high,62
4.2,Master,high,78
9.1,Bachelor,high,98
9.2,High School,low,98
5.7,Master,high,83
8.2,Bachelor,high,97
6,Bachelor,high,91
4.6,Master,high,73
6,Bachelor,high,96
10.7,Master,high,81
9,Master,high,100
6.9,High School,low,100
6.8,High School,low,98
4.7,High School,low,94
7.3,Master,high,61
7.9,Bachelor,high,94
5.3,Master,high,92
6.9,High School,low,94
9.2,High School,low,82
6.8,Master,high,86
5.9,High School,low,87
5.3,Master,high,96
7.9,Bachelor,high,90
6.3,High School,low,56
8.9,High School,low,94
4,Master,high,82
5.9,Bachelor,high,96
8.5,Bachelor,high,98
6,High School,low,81
6.2,Master,high,97
7,Master,high,100
8.1,High School,low,100
7.8,Bachelor,high,97
6.7,Master,high,76
6.3,Master,high,98
7,Bachelor,high,82
6.9,High School,low,99
4.2,Bachelor,high,100
4.9,Bachelor,high,99
4.9,Master,high,100
5.5,Master,high,100
7.4,Master,high,92
6.9,Bachelor,high,66
7.6,High School,low,96
9.3,Master,high,87
7.9,Master,high,88
8.5,High School,low,83
5.8,Bachelor,high,66
8.8,High School,low,73
7.5,Bachelor,high,88
7.8,Bachelor,high,94
4,Bachelor,high,69
8.8,High School,low,95
7.1,Master,high,98
6.7,Bachelor,high,100
7.1,High School,low,77
8.1,Master,high,88
5.9,Bachelor,high,90
9,High School,low,84
7.6,Bachelor,high,99
7.9,Bachelor,high,79
8.7,Bachelor,high,86
9.2,High School,low,74
7.5,High School,low,81
8.2,Bachelor,high,81
6.5,Bachelor,high,96
6.2,High School,low,93
7.3,Master,high,83
10.9,High School,low,93
5.1,Master,high,98
6.7,Master,high,83
4.9,Master,high,90
7.7,Bachelor,high,100
7.6,Master,high,76
6.7,Bachelor,high,95
8.5,Bachelor,high,67
6.3,Master,high,89
5.3,Bachelor,high,79
6.9,Bachelor,high,100
6.9,High School,low,99
5.8,Bachelor,high,90
5.3,Bachelor,high,91
7,High School,low,95
7.5,High School,low,73
5.2,Master,high,98
10,Master,high,100
7,Bachelor,high,89
5.2,High School,low,99
5.2,Bachelor,high,67
6.9,Master,high,100
7.2,High School,low,87
5.7,High School,low,86
4.8,High School,low,94
5.6,High School,low,100
8,High School,low,94
7.5,Bachelor,high,89
8,High School,low,100
7.2,Master,high,91
9,High School,low,76
8.9,High School,low,63
4.4,Bachelor,high,72
9,Master,high,100
5.6,High School,low,89
9.3,Master,high,91
6.7,Master,high,65
8.6,High School,low,94
5.7,Bachelor,high,77
6.4,Master,high,100
8.9,Bachelor,high,86
6,Bachelor,high,88
6.1,High School,low,100
7.5,High School,low,100
6.6,Master,high,98
6.4,High School,low,86
5.4,Master,high,95
7.8,Master,high,99
6.7,Master,high,96
7.8,Master,high,99
5.6,Master,high,90
4.1,High School,low,100
4.5,Master,high,80
8.7,Bachelor,high,99
6.4,Master,high,93
8.2,High School,low,94
6,High School,low,60
5.7,Bachelor,high,61
7.4,High School,low,100
8.2,Master,high,86
5.8,High School,low,96
6.9,High School,low,100
5.2,Bachelor,high,79
6.4,High School,low,100
8.3,High School,low,100
7.8,High School,low,81
6.9,High School,low,68
6.3,Bachelor,high,100
6.2,High School,low,91
6.1,Bachelor,high,66
7.1,Bachelor,high,100
7.1,Bachelor,high,84
6.1,High School,low,84
8.9,Bachelor,high,94
7.3,Bachelor,high,100
6.9,Master,high,99
6.9,Master,high,95
9.9,High School,low,100
6.1,Master,high,91
5.7,Bachelor,high,94
7.5,High School,low,95
5.4,Master,high,100
6.4,High School,low,74
8.5,Bachelor,high,87
7,Bachelor,high,100
5.9,High School,low,100
8.9,Master,high,83
6.9,Bachelor,high,97
7.7,High School,low,98
6.7,Master,high,73
4.1,Bachelor,high,100
7,Master,high,93
7.7,Master,high,96
9.3,Bachelor,high,100
8.1,Bachelor,high,80
7.6,Master,high,87
6.8,High School,low,84
5.5,Bachelor,high,100
7.7,Bachelor,high,92
8.8,High School,low,90
4.4,High School,low,100
6.9,High School,low,100
6.5,Master,high,100
5.1,Bachelor,high,87
6.5,High School,low,98
6.7,Master,high,81
7.3,Master,high,71
6.1,Bachelor,high,83
8,High School,low,96
4.4,High School,low,81
8.1,Master,high,87
7.7,Master,high,99
5.8,Bachelor,high,100
7.5,Master,high,71
5.3,Master,high,83
6.8,Master,high,100
5.9,High School,low,92
4.1,Bachelor,high,100
5.8,High School,low,100
8.1,Master,high,84
6.3,High School,low,100
6.9,Bachelor,high,89
6.8,High School,low,81
6.6,High School,low,100
6.2,Bachelor,high,96
8.3,High School,low,78
6.9,Bachelor,high,72
5.4,Bachelor,high,66
8.1,High School,low,86
5.3,Master,high,73
5.7,Bachelor,high,69
6.1,Bachelor,high,88
7.7,High School,low,100
4.3,Bachelor,high,79
6.7,Bachelor,high,100
6.2,Master,high,97
6.1,Master,high,80
7.5,High School,low,84
8.4,High School,low,72
5.5,High School,low,100
6.4,Master,high,99
7.2,High School,low,96
4.5,High School,low,81
6,High School,low,77
5.8,High School,low,100
7.2,Master,high,100
6.1,Master,high,93
9.9,Bachelor,high,99
7,High School,low,87
5.9,Bachelor,high,84
7.8,Bachelor,high,99
9.5,Bachelor,high,70
6.1,High School,low,96
6.3,Master,high,68
9.1,High School,low,91
5.6,High School,low,99
8.8,High School,low,79
7.1,High School,low,99
6.2,Master,high,77
10.2,Master,high,80
7.2,Master,high,100
8.4,High School,low,92
9.6,Bachelor,high,93
8.7,Master,high,80
6.9,Master,high,85
8.3,Bachelor,high,89
4.4,High School,low,79
5.7,Master,high,99
6.4,Master,high,88
6,Master,high,93
5.2,Bachelor,high,92
9.8,High School,low,90
7.9,High School,low,85
6.6,High School,low,100
6.6,Master,high,95
5.2,Master,high,71
4.6,High School,low,94
5.5,Bachelor,high,87
8.1,High School,low,100
7.6,High School,low,100
5.6,Bachelor,high,82
6.5,High School,low,94
7.5,Bachelor,high,96
7.8,Master,high,80
9.8,Bachelor,high,99
4,Master,high,63
6.9,Bachelor,high,80
8,Bachelor,high,99
8.2,High School,low,78
6.2,Master,high,100
8.6,High School,low,94
8.4,Bachelor,high,100
7.7,High School,low,100
4.4,High School,low,77
7.3,Bachelor,high,98
6.1,Master,high,90
7.8,Bachelor,high,93
6.9,Bachelor,high,72
8.6,Bachelor,high,83
